read
ID,source,tweetId,label,instance,start,end,tweetText,notes
901,lightTag,'498543353013620736',place name,"Odisha, India",0,13,"Odisha, India: Flooding threatens cattle and other animals http://t.co/HMRObSdXNM",
902,lightTag,'498543353013620736',type of impact,threatens,24,33,"Odisha, India: Flooding threatens cattle and other animals http://t.co/HMRObSdXNM",
903,lightTag,'501293031660589056',place name,India,68,73,"Deaths Climb from India, Nepal Floods #jobs #news #career #jobsila #India http://t.co/FKbS71dNos",
904,lightTag,'501293031660589056',type of impact,Deaths,0,6,"Deaths Climb from India, Nepal Floods #jobs #news #career #jobsila #India http://t.co/FKbS71dNos",
905,lightTag,'501293031660589056',place name,"India, Nepal",18,30,"Deaths Climb from India, Nepal Floods #jobs #news #career #jobsila #India http://t.co/FKbS71dNos",
906,lightTag,'501352272949829633',place name,india,92,97,Scores Killed in Flooding in Nepal and India http://t.co/1ukvIkVwga http://t.co/8F2zjKI63f #india #asia,
907,lightTag,'501352272949829633',place name,asia,99,103,Scores Killed in Flooding in Nepal and India http://t.co/1ukvIkVwga http://t.co/8F2zjKI63f #india #asia,
908,lightTag,'501352272949829633',severity or quantity,Scores,0,6,Scores Killed in Flooding in Nepal and India http://t.co/1ukvIkVwga http://t.co/8F2zjKI63f #india #asia,
909,lightTag,'501352272949829633',type of impact,Killed,7,13,Scores Killed in Flooding in Nepal and India http://t.co/1ukvIkVwga http://t.co/8F2zjKI63f #india #asia,
910,lightTag,'501352272949829633',place name,Nepal and India,29,44,Scores Killed in Flooding in Nepal and India http://t.co/1ukvIkVwga http://t.co/8F2zjKI63f #india #asia,
911,lightTag,'501352272949829633',location modifier,in,26,28,Scores Killed in Flooding in Nepal and India http://t.co/1ukvIkVwga http://t.co/8F2zjKI63f #india #asia,
912,lightTag,'501308570713878528',place name,india,4,9,"RT @india_breaking: Nitish Kumar’s native place, 13 districts of Bihar affected by flood – Daily News &amp; Analysis #India http://t.co/u0A78rV…",
913,lightTag,'501308570713878528',place name,India,118,123,"RT @india_breaking: Nitish Kumar’s native place, 13 districts of Bihar affected by flood – Daily News &amp; Analysis #India http://t.co/u0A78rV…",
914,lightTag,'501308570713878528',place name,Bihar,65,70,"RT @india_breaking: Nitish Kumar’s native place, 13 districts of Bihar affected by flood – Daily News &amp; Analysis #India http://t.co/u0A78rV…",
915,lightTag,'501260604208721921',severity or quantity,Many,0,4,Many dead in Nepal and India floods http://t.co/dn5bSBqz0S #MvpHype,
916,lightTag,'501260604208721921',place name,Nepal and India,13,28,Many dead in Nepal and India floods http://t.co/dn5bSBqz0S #MvpHype,
917,lightTag,'501260604208721921',type of impact,dead,5,9,Many dead in Nepal and India floods http://t.co/dn5bSBqz0S #MvpHype,
918,lightTag,'501260604208721921',location modifier,in,10,12,Many dead in Nepal and India floods http://t.co/dn5bSBqz0S #MvpHype,
919,lightTag,'498510258885505025',location modifier,in,48,50,"#OdishaFloods: #Paddy crops in nearly 85,076 ha in #Balasore district #submerged in #flood water. @NewIndianXpress",
920,lightTag,'498510258885505025',item affected,Paddy crops,16,27,"#OdishaFloods: #Paddy crops in nearly 85,076 ha in #Balasore district #submerged in #flood water. @NewIndianXpress",
921,lightTag,'498510258885505025',place name,Balasore district,52,69,"#OdishaFloods: #Paddy crops in nearly 85,076 ha in #Balasore district #submerged in #flood water. @NewIndianXpress",
922,lightTag,'498510258885505025',place name,Odisha,1,7,"#OdishaFloods: #Paddy crops in nearly 85,076 ha in #Balasore district #submerged in #flood water. @NewIndianXpress",
923,lightTag,'498510258885505025',type of impact,submerged,71,80,"#OdishaFloods: #Paddy crops in nearly 85,076 ha in #Balasore district #submerged in #flood water. @NewIndianXpress",
924,lightTag,'498510258885505025',severity or quantity,"nearly 85,076 ha",31,47,"#OdishaFloods: #Paddy crops in nearly 85,076 ha in #Balasore district #submerged in #flood water. @NewIndianXpress",
925,lightTag,'501284516736954368',place name,Madhya Pradesh,15,29,"Uttar Pradesh, Madhya Pradesh, Rajasthan, Bihar contribute to about 50% of all infant deaths in #India. #BornLearning",
926,lightTag,'501284516736954368',place name,Uttar Pradesh,0,13,"Uttar Pradesh, Madhya Pradesh, Rajasthan, Bihar contribute to about 50% of all infant deaths in #India. #BornLearning",
927,lightTag,'501284516736954368',place name,Rajasthan,31,40,"Uttar Pradesh, Madhya Pradesh, Rajasthan, Bihar contribute to about 50% of all infant deaths in #India. #BornLearning",
928,lightTag,'501284516736954368',place name,Bihar,42,47,"Uttar Pradesh, Madhya Pradesh, Rajasthan, Bihar contribute to about 50% of all infant deaths in #India. #BornLearning",
929,lightTag,'501284516736954368',place name,India,97,102,"Uttar Pradesh, Madhya Pradesh, Rajasthan, Bihar contribute to about 50% of all infant deaths in #India. #BornLearning",
930,lightTag,'501315939489419265',place name,India,14,19,Death toll in India landslides rises to 109: The death toll from landslides and flooding tr... http://t.co/FZL6du8U6M #rain #alert #news,
931,lightTag,'501315939489419265',severity or quantity,rises to 109,31,43,Death toll in India landslides rises to 109: The death toll from landslides and flooding tr... http://t.co/FZL6du8U6M #rain #alert #news,
932,lightTag,'501315939489419265',location modifier,in,11,13,Death toll in India landslides rises to 109: The death toll from landslides and flooding tr... http://t.co/FZL6du8U6M #rain #alert #news,
933,lightTag,'501315939489419265',type of impact,death toll,49,59,Death toll in India landslides rises to 109: The death toll from landslides and flooding tr... http://t.co/FZL6du8U6M #rain #alert #news,
934,lightTag,'501315939489419265',type of impact,Death toll,0,10,Death toll in India landslides rises to 109: The death toll from landslides and flooding tr... http://t.co/FZL6du8U6M #rain #alert #news,
935,lightTag,'501367148187369473',severity or quantity,nearly 200,62,72,Floods and landslides in Nepal and northern India have killed nearly 200 people and scores… http://t.co/VVYSM1XnFn,
936,lightTag,'501367148187369473',location modifier,in,22,24,Floods and landslides in Nepal and northern India have killed nearly 200 people and scores… http://t.co/VVYSM1XnFn,
937,lightTag,'501367148187369473',type of impact,killed,55,61,Floods and landslides in Nepal and northern India have killed nearly 200 people and scores… http://t.co/VVYSM1XnFn,
938,lightTag,'501367148187369473',item affected,people,73,79,Floods and landslides in Nepal and northern India have killed nearly 200 people and scores… http://t.co/VVYSM1XnFn,
939,lightTag,'501367148187369473',place name,Nepal and northern India,25,49,Floods and landslides in Nepal and northern India have killed nearly 200 people and scores… http://t.co/VVYSM1XnFn,
940,lightTag,'501332717888634880',type of impact,Killed,7,13,Scores Killed in Flooding in Nepal and India by BHADRA SHARMA and NIDA NAJAR http://t.co/1yH4toHkeZ from Bobby Caples,
941,lightTag,'501332717888634880',severity or quantity,Scores,0,6,Scores Killed in Flooding in Nepal and India by BHADRA SHARMA and NIDA NAJAR http://t.co/1yH4toHkeZ from Bobby Caples,
942,lightTag,'501332717888634880',place name,Nepal,29,34,Scores Killed in Flooding in Nepal and India by BHADRA SHARMA and NIDA NAJAR http://t.co/1yH4toHkeZ from Bobby Caples,
943,lightTag,'501332717888634880',place name,India,39,44,Scores Killed in Flooding in Nepal and India by BHADRA SHARMA and NIDA NAJAR http://t.co/1yH4toHkeZ from Bobby Caples,
944,lightTag,'501332717888634880',location modifier,in,26,28,Scores Killed in Flooding in Nepal and India by BHADRA SHARMA and NIDA NAJAR http://t.co/1yH4toHkeZ from Bobby Caples,
945,lightTag,'501350197138427904',severity or quantity,At least 9,16,26,#TOI #NewsINDIA At least 9 killed as Rapti Ganga Express rams autorickshaw in Bihar: At le... http://t.co/fRTUihwu5a #Follow #FollowBack,
946,lightTag,'501350197138427904',type of impact,killed,27,33,#TOI #NewsINDIA At least 9 killed as Rapti Ganga Express rams autorickshaw in Bihar: At le... http://t.co/fRTUihwu5a #Follow #FollowBack,
947,lightTag,'501350197138427904',place name,INDIA,10,15,#TOI #NewsINDIA At least 9 killed as Rapti Ganga Express rams autorickshaw in Bihar: At le... http://t.co/fRTUihwu5a #Follow #FollowBack,
948,lightTag,'501350197138427904',location modifier,in,75,77,#TOI #NewsINDIA At least 9 killed as Rapti Ganga Express rams autorickshaw in Bihar: At le... http://t.co/fRTUihwu5a #Follow #FollowBack,
949,lightTag,'501350197138427904',place name,Bihar,78,83,#TOI #NewsINDIA At least 9 killed as Rapti Ganga Express rams autorickshaw in Bihar: At le... http://t.co/fRTUihwu5a #Follow #FollowBack,
950,lightTag,'501291782936621056',severity or quantity,Hundreds,0,8,"Hundreds dead as monsoon brings chaos to northern India, Nepal #jobs #news #career #jobsila # http://t.co/V0b2oBpLYY",
951,lightTag,'501291782936621056',location modifier,to northern,38,49,"Hundreds dead as monsoon brings chaos to northern India, Nepal #jobs #news #career #jobsila # http://t.co/V0b2oBpLYY",
952,lightTag,'501291782936621056',place name,Nepal,57,62,"Hundreds dead as monsoon brings chaos to northern India, Nepal #jobs #news #career #jobsila # http://t.co/V0b2oBpLYY",
953,lightTag,'501291782936621056',place name,India,50,55,"Hundreds dead as monsoon brings chaos to northern India, Nepal #jobs #news #career #jobsila # http://t.co/V0b2oBpLYY",
954,lightTag,'501291782936621056',type of impact,dead,9,13,"Hundreds dead as monsoon brings chaos to northern India, Nepal #jobs #news #career #jobsila # http://t.co/V0b2oBpLYY",
955,lightTag,'501210403620524032',type of impact,Kill,53,57,"Top India Stories From WSJ: Nepal Floods, Landslides Kill At Least 54 http://t.co/phFe1PyyNB #india",
956,lightTag,'501210403620524032',place name,India,4,9,"Top India Stories From WSJ: Nepal Floods, Landslides Kill At Least 54 http://t.co/phFe1PyyNB #india",
957,lightTag,'501210403620524032',place name,Nepal,28,33,"Top India Stories From WSJ: Nepal Floods, Landslides Kill At Least 54 http://t.co/phFe1PyyNB #india",
958,lightTag,'501210403620524032',severity or quantity,At Least 54,58,69,"Top India Stories From WSJ: Nepal Floods, Landslides Kill At Least 54 http://t.co/phFe1PyyNB #india",
959,lightTag,'501103749738139648',place name,india,87,92,Center upgrades level of flood alert for eastern UP http://t.co/X5x5ZnuC90 via @timesofindia,
960,lightTag,'498869280251715584',place name,India,39,44,News Update: Floods kill 45 in eastern India: NEW DELHI - Flooding in eastern India has killed 45... http://t.co/AnNUzuWqFK /BangkokPost,
961,lightTag,'498869280251715584',severity or quantity,45,95,97,News Update: Floods kill 45 in eastern India: NEW DELHI - Flooding in eastern India has killed 45... http://t.co/AnNUzuWqFK /BangkokPost,
962,lightTag,'498869280251715584',location modifier,in eastern,28,38,News Update: Floods kill 45 in eastern India: NEW DELHI - Flooding in eastern India has killed 45... http://t.co/AnNUzuWqFK /BangkokPost,
963,lightTag,'498869280251715584',place name,NEW DELHI,46,55,News Update: Floods kill 45 in eastern India: NEW DELHI - Flooding in eastern India has killed 45... http://t.co/AnNUzuWqFK /BangkokPost,
964,lightTag,'498869280251715584',type of impact,kill,20,24,News Update: Floods kill 45 in eastern India: NEW DELHI - Flooding in eastern India has killed 45... http://t.co/AnNUzuWqFK /BangkokPost,
