read
ID,source,tweetId,label,instance,start,end,tweetText,notes
1,lightTag,'451459804704567297',location modifier,in,83,85,RT @AlexandraUlmer: Now for the bad news.... Seismologist says Tuesday's 8.2 quake in #Chile was likely not 'the big one' http://t.co/wHwiX�??,
2,lightTag,'451459804704567297',place name,Chile,87,92,RT @AlexandraUlmer: Now for the bad news.... Seismologist says Tuesday's 8.2 quake in #Chile was likely not 'the big one' http://t.co/wHwiX�??,
3,lightTag,'451411290951782400',place name,Chile,44,49,RT @PFourDigital: A powerful earthquake hit Chile last night. Magnitude 8.2 that produced tsunamis that are already hitting the coast. #Fue�??,
4,lightTag,'451411290951782400',location modifier,the coast,124,133,RT @PFourDigital: A powerful earthquake hit Chile last night. Magnitude 8.2 that produced tsunamis that are already hitting the coast. #Fue�??,
5,lightTag,'451411290951782400',type of impact,tsunamis,90,98,RT @PFourDigital: A powerful earthquake hit Chile last night. Magnitude 8.2 that produced tsunamis that are already hitting the coast. #Fue�??,not sure about this as impact type
6,lightTag,'382861569442713600',location modifier,in,46,48,@PatriciaLMalik The 7.8 magnitude #earthquake in #Pakistan creates island off the coast of Balochistan http://t.co/O6Y6ilAu9o #jetlagged,
7,lightTag,'382861569442713600',place name,Balochistan,91,102,@PatriciaLMalik The 7.8 magnitude #earthquake in #Pakistan creates island off the coast of Balochistan http://t.co/O6Y6ilAu9o #jetlagged,
8,lightTag,'382861569442713600',type of impact,creates,59,66,@PatriciaLMalik The 7.8 magnitude #earthquake in #Pakistan creates island off the coast of Balochistan http://t.co/O6Y6ilAu9o #jetlagged,
9,lightTag,'382861569442713600',location modifier,off the coast of,74,90,@PatriciaLMalik The 7.8 magnitude #earthquake in #Pakistan creates island off the coast of Balochistan http://t.co/O6Y6ilAu9o #jetlagged,
10,lightTag,'382861569442713600',place name,Pakistan,50,58,@PatriciaLMalik The 7.8 magnitude #earthquake in #Pakistan creates island off the coast of Balochistan http://t.co/O6Y6ilAu9o #jetlagged,
11,lightTag,'382861569442713600',item affected,island,67,73,@PatriciaLMalik The 7.8 magnitude #earthquake in #Pakistan creates island off the coast of Balochistan http://t.co/O6Y6ilAu9o #jetlagged,
12,lightTag,'503657407403155456',place name,California,77,87,State of emergency after US quake: A STATE of emergency has been declared in California after a strong quake r... http://t.co/BZJQeZdBmi,
13,lightTag,'503657407403155456',location modifier,in,74,76,State of emergency after US quake: A STATE of emergency has been declared in California after a strong quake r... http://t.co/BZJQeZdBmi,
14,lightTag,'503657407403155456',place name,US,25,27,State of emergency after US quake: A STATE of emergency has been declared in California after a strong quake r... http://t.co/BZJQeZdBmi,
15,lightTag,'503657407403155456',item affected,State of emergency,0,18,State of emergency after US quake: A STATE of emergency has been declared in California after a strong quake r... http://t.co/BZJQeZdBmi,
16,lightTag,'383169476029849600',type of impact,injured,51,58,RT @AWAIS_NIAZI1: #KPKUpdates: 2 @ISFPakistan boys injured in firing on replacing #ANP flag wth #Pakistan on clg building. #Saramnaak http:�??,
17,lightTag,'383169476029849600',place name,Pakistan,97,105,RT @AWAIS_NIAZI1: #KPKUpdates: 2 @ISFPakistan boys injured in firing on replacing #ANP flag wth #Pakistan on clg building. #Saramnaak http:�??,
18,lightTag,'383169476029849600',location modifier,on,106,108,RT @AWAIS_NIAZI1: #KPKUpdates: 2 @ISFPakistan boys injured in firing on replacing #ANP flag wth #Pakistan on clg building. #Saramnaak http:�??,
19,lightTag,'383169476029849600',place name,clg building,109,121,RT @AWAIS_NIAZI1: #KPKUpdates: 2 @ISFPakistan boys injured in firing on replacing #ANP flag wth #Pakistan on clg building. #Saramnaak http:�??,
20,lightTag,'383169476029849600',item affected,boys,46,50,RT @AWAIS_NIAZI1: #KPKUpdates: 2 @ISFPakistan boys injured in firing on replacing #ANP flag wth #Pakistan on clg building. #Saramnaak http:�??,
21,lightTag,'383169476029849600',severity or quantity,2,31,32,RT @AWAIS_NIAZI1: #KPKUpdates: 2 @ISFPakistan boys injured in firing on replacing #ANP flag wth #Pakistan on clg building. #Saramnaak http:�??,
22,lightTag,'383169476029849600',type of impact,firing,62,68,RT @AWAIS_NIAZI1: #KPKUpdates: 2 @ISFPakistan boys injured in firing on replacing #ANP flag wth #Pakistan on clg building. #Saramnaak http:�??,
23,lightTag,'451614301581635584',place name,northern Chile coast,65,85,( +1 849-846-0679 ) SHAKEN AGAIN  7.6-mag aftershock strikes off northern Chile coast: Massive Chile earthquake ...  (( #Papiiz_Chul?� )),
24,lightTag,'451614301581635584',type of impact,earthquake ,101,112,( +1 849-846-0679 ) SHAKEN AGAIN  7.6-mag aftershock strikes off northern Chile coast: Massive Chile earthquake ...  (( #Papiiz_Chul?� )),
25,lightTag,'451614301581635584',location modifier,off,61,64,( +1 849-846-0679 ) SHAKEN AGAIN  7.6-mag aftershock strikes off northern Chile coast: Massive Chile earthquake ...  (( #Papiiz_Chul?� )),
26,lightTag,'451614301581635584',place name,Chile,95,100,( +1 849-846-0679 ) SHAKEN AGAIN  7.6-mag aftershock strikes off northern Chile coast: Massive Chile earthquake ...  (( #Papiiz_Chul?� )),
27,lightTag,'451571092658737152',place name,Iquique,121,128,RT @GigiGraciette: 6.3 #earthquake - aftershock off coast of #Chile. Shallow; felt strongly. Reports electricity out in #Iquique http://t.c�??,
28,lightTag,'451571092658737152',item affected,electricity,101,112,RT @GigiGraciette: 6.3 #earthquake - aftershock off coast of #Chile. Shallow; felt strongly. Reports electricity out in #Iquique http://t.c�??,
29,lightTag,'451571092658737152',location modifier,in,117,119,RT @GigiGraciette: 6.3 #earthquake - aftershock off coast of #Chile. Shallow; felt strongly. Reports electricity out in #Iquique http://t.c�??,
30,lightTag,'451571092658737152',place name,Chile,62,67,RT @GigiGraciette: 6.3 #earthquake - aftershock off coast of #Chile. Shallow; felt strongly. Reports electricity out in #Iquique http://t.c�??,
31,lightTag,'451571092658737152',location modifier,off coast of,48,60,RT @GigiGraciette: 6.3 #earthquake - aftershock off coast of #Chile. Shallow; felt strongly. Reports electricity out in #Iquique http://t.c�??,
32,lightTag,'451571092658737152',type of impact,out,113,116,RT @GigiGraciette: 6.3 #earthquake - aftershock off coast of #Chile. Shallow; felt strongly. Reports electricity out in #Iquique http://t.c�??,
33,lightTag,'503861982458441728',location modifier,in,54,56,"RT @_iSingh_: �?��?��?��?��?? �??�??�??�?��??!  ""Only in California."" Skateboarders shred buckled streets in Napa after the #earthquake... http://t.co/mHUGIdXF�??",
34,lightTag,'503861982458441728',place name,California,57,67,"RT @_iSingh_: �?��?��?��?��?? �??�??�??�?��??!  ""Only in California."" Skateboarders shred buckled streets in Napa after the #earthquake... http://t.co/mHUGIdXF�??",
35,lightTag,'503861982458441728',place name,Napa,109,113,"RT @_iSingh_: �?��?��?��?��?? �??�??�??�?��??!  ""Only in California."" Skateboarders shred buckled streets in Napa after the #earthquake... http://t.co/mHUGIdXF�??",
36,lightTag,'503861982458441728',type of impact,buckled,90,97,"RT @_iSingh_: �?��?��?��?��?? �??�??�??�?��??!  ""Only in California."" Skateboarders shred buckled streets in Napa after the #earthquake... http://t.co/mHUGIdXF�??",
37,lightTag,'503861982458441728',item affected,streets,98,105,"RT @_iSingh_: �?��?��?��?��?? �??�??�??�?��??!  ""Only in California."" Skateboarders shred buckled streets in Napa after the #earthquake... http://t.co/mHUGIdXF�??",
38,lightTag,'593359014001422336',place name,Nepal,17,22,Tensions Rise in Nepal after �??Weak�?? Response to Deadly?�Quake http://t.co/TzW6qVav82,
39,lightTag,'593117866502660099',severity or quantity,10.000,38,44,RT @TestiFra: #Nepal #NepalEarthquake 10.000 vittime,
40,lightTag,'593117866502660099',place name,Nepal,15,20,RT @TestiFra: #Nepal #NepalEarthquake 10.000 vittime,
41,lightTag,'382839308643614720',place name,Pakistan,1,9,#Pakistan earthquake: Hundreds dead in #Balochistan http://t.co/TS7Wa2Vy9g #Nepal Needs To Focus Preventive Measures Before It Is Too Late.,
42,lightTag,'382839308643614720',place name,Nepal,76,81,#Pakistan earthquake: Hundreds dead in #Balochistan http://t.co/TS7Wa2Vy9g #Nepal Needs To Focus Preventive Measures Before It Is Too Late.,
43,lightTag,'382839308643614720',place name,Balochistan,40,51,#Pakistan earthquake: Hundreds dead in #Balochistan http://t.co/TS7Wa2Vy9g #Nepal Needs To Focus Preventive Measures Before It Is Too Late.,
44,lightTag,'382839308643614720',location modifier,in,36,38,#Pakistan earthquake: Hundreds dead in #Balochistan http://t.co/TS7Wa2Vy9g #Nepal Needs To Focus Preventive Measures Before It Is Too Late.,
45,lightTag,'382839308643614720',type of impact,dead,31,35,#Pakistan earthquake: Hundreds dead in #Balochistan http://t.co/TS7Wa2Vy9g #Nepal Needs To Focus Preventive Measures Before It Is Too Late.,
46,lightTag,'382839308643614720',severity or quantity,Hundreds,22,30,#Pakistan earthquake: Hundreds dead in #Balochistan http://t.co/TS7Wa2Vy9g #Nepal Needs To Focus Preventive Measures Before It Is Too Late.,
47,lightTag,'384064468868542464',place name,Balochistan,14,25,"Translation: #Balochistan #Earthquake - Statement of Dr. Allah Nazar, by Gibran Peshimam, https://t.co/4zgLOVctsm",
48,lightTag,'383372138486325248',item affected,island,8,14,Pop-up island emerges after 7.7M #earthquake shook Pakistan http://t.co/Ite4PJZ0rg,
49,lightTag,'383372138486325248',type of impact,emerges,16,23,Pop-up island emerges after 7.7M #earthquake shook Pakistan http://t.co/Ite4PJZ0rg,
50,lightTag,'383372138486325248',place name,Pakistan,53,61,Pop-up island emerges after 7.7M #earthquake shook Pakistan http://t.co/Ite4PJZ0rg,
51,lightTag,'451759880215355392',item affected,perro,48,53,Terremoto en Chile: El conmovedor rescate de un perro que conmueve a las redes sociales http://t.co/QGKnZigH2i v??a @Guioteca,
52,lightTag,'451759880215355392',type of impact,o,8,9,Terremoto en Chile: El conmovedor rescate de un perro que conmueve a las redes sociales http://t.co/QGKnZigH2i v??a @Guioteca,
53,lightTag,'451759880215355392',type of impact,Terremot,0,8,Terremoto en Chile: El conmovedor rescate de un perro que conmueve a las redes sociales http://t.co/QGKnZigH2i v??a @Guioteca,
54,lightTag,'451759880215355392',place name,Chile,13,18,Terremoto en Chile: El conmovedor rescate de un perro que conmueve a las redes sociales http://t.co/QGKnZigH2i v??a @Guioteca,
55,lightTag,'504107025266012160',place name,Napa,0,4,Napa earthquake as mapped by social media posts - CNET: Napa earthquake as mapped by social ... http://t.co/BlH9CH5xq5 #SMM #SocialMedia,
56,lightTag,'382981221912809472',place name,Nevada,26,32,"??�#USGS #alert??? M 1.8, Nevada: September 25, 2013 21:20:43 GMT http://t.co/tgZdmiwWQH #earthquake #tsunami #prayfromjapan",
57,lightTag,'382981221912809472',type of impact,tsunami,102,109,"??�#USGS #alert??? M 1.8, Nevada: September 25, 2013 21:20:43 GMT http://t.co/tgZdmiwWQH #earthquake #tsunami #prayfromjapan",
58,lightTag,'451925759226298368',place name,America,101,108,"@IridescentSol a earthquake in Chile then one in close to Panama. Its like its working its way up to America , its scary forreal.",
59,lightTag,'451925759226298368',place name,Chile,31,36,"@IridescentSol a earthquake in Chile then one in close to Panama. Its like its working its way up to America , its scary forreal.",
60,lightTag,'451925759226298368',place name,Panama,58,64,"@IridescentSol a earthquake in Chile then one in close to Panama. Its like its working its way up to America , its scary forreal.",
61,lightTag,'451925759226298368',location modifier,in,28,30,"@IridescentSol a earthquake in Chile then one in close to Panama. Its like its working its way up to America , its scary forreal.",
62,lightTag,'451398305000734720',place name,LA,0,2,"LA, Chile, Panama...who's next?! #earthquake",
63,lightTag,'451398305000734720',place name,Panama,11,17,"LA, Chile, Panama...who's next?! #earthquake",
64,lightTag,'451398305000734720',place name,Chile,4,9,"LA, Chile, Panama...who's next?! #earthquake",
65,lightTag,'593143822458064896',place name,Nepal,51,56,"RT @RakeshSinha01: Missionaries disgusting role in Nepal is pouring,very sad,di is hour to rise above al sectarian feelings&amp;categories.hope�??",
66,lightTag,'593143822458064896',location modifier,in,48,50,"RT @RakeshSinha01: Missionaries disgusting role in Nepal is pouring,very sad,di is hour to rise above al sectarian feelings&amp;categories.hope�??",
67,lightTag,'451598043750481921',place name,"Iquique, Chile",26,40,"6.4 earthquake, 47km W of Iquique, Chile. Apr 2 20:58 at epicenter (20m ago, depth 10km). http://t.co/RB3vMDWqHw",
68,lightTag,'451598043750481921',location modifier,47km W of,16,25,"6.4 earthquake, 47km W of Iquique, Chile. Apr 2 20:58 at epicenter (20m ago, depth 10km). http://t.co/RB3vMDWqHw",
69,lightTag,'451327695897772032',place name,Chile,60,65,RT @crhoycom: Ya suman seis los muertos por el terremoto en Chile - http://t.co/cIfVIE2pqC,
70,lightTag,'504305858483060736',place name,Napa,0,4,Napa earthquake hits home. The showroom was untouched but Dave's house in the hills above Napa didn't do so well.... http://t.co/xGkTRQQ8W4,
71,lightTag,'504305858483060736',item affected,Dave's house,58,70,Napa earthquake hits home. The showroom was untouched but Dave's house in the hills above Napa didn't do so well.... http://t.co/xGkTRQQ8W4,
72,lightTag,'504305858483060736',location modifier,in the hills above,71,89,Napa earthquake hits home. The showroom was untouched but Dave's house in the hills above Napa didn't do so well.... http://t.co/xGkTRQQ8W4,
73,lightTag,'504305858483060736',type of impact,hits,16,20,Napa earthquake hits home. The showroom was untouched but Dave's house in the hills above Napa didn't do so well.... http://t.co/xGkTRQQ8W4,
74,lightTag,'504305858483060736',item affected,home,21,25,Napa earthquake hits home. The showroom was untouched but Dave's house in the hills above Napa didn't do so well.... http://t.co/xGkTRQQ8W4,
75,lightTag,'504305858483060736',type of impact,didn't do so well,95,112,Napa earthquake hits home. The showroom was untouched but Dave's house in the hills above Napa didn't do so well.... http://t.co/xGkTRQQ8W4,
76,lightTag,'503667477394751488',place name,California,35,45,�??@bgittleson: This photo is very California. #napa #earthquake http://t.co/sQOCnPtr6y�?� crazy!,
77,lightTag,'503667477394751488',place name,napa,48,52,�??@bgittleson: This photo is very California. #napa #earthquake http://t.co/sQOCnPtr6y�?� crazy!,
78,lightTag,'384256853862932480',place name,Pakistan,37,45,New major earthquake rocks southwest Pakistan #Pakistan http://t.co/A5lovVlJfI,
79,lightTag,'384256853862932480',location modifier,southwest,27,36,New major earthquake rocks southwest Pakistan #Pakistan http://t.co/A5lovVlJfI,
80,lightTag,'593092534932504576',place name,Nepal,27,32,RT @orbitlawpllc: TPS for #Nepal introduced in US Congress today...stay tuned for updates!,
81,lightTag,'383111645859311616',item affected,Indian Soldiers,5,20,Five Indian Soldiers and Six Policemen dead in Indian occupied Kashmir. #Pakistan http://t.co/es7W944i9S,
82,lightTag,'383111645859311616',severity or quantity,Five,0,4,Five Indian Soldiers and Six Policemen dead in Indian occupied Kashmir. #Pakistan http://t.co/es7W944i9S,
83,lightTag,'383111645859311616',location modifier,in,44,46,Five Indian Soldiers and Six Policemen dead in Indian occupied Kashmir. #Pakistan http://t.co/es7W944i9S,
84,lightTag,'383111645859311616',type of impact,occupied,54,62,Five Indian Soldiers and Six Policemen dead in Indian occupied Kashmir. #Pakistan http://t.co/es7W944i9S,
85,lightTag,'383111645859311616',severity or quantity,Six,25,28,Five Indian Soldiers and Six Policemen dead in Indian occupied Kashmir. #Pakistan http://t.co/es7W944i9S,
86,lightTag,'383111645859311616',place name,Pakistan,73,81,Five Indian Soldiers and Six Policemen dead in Indian occupied Kashmir. #Pakistan http://t.co/es7W944i9S,
87,lightTag,'383111645859311616',item affected,Policemen,29,38,Five Indian Soldiers and Six Policemen dead in Indian occupied Kashmir. #Pakistan http://t.co/es7W944i9S,
88,lightTag,'383111645859311616',type of impact,dead,39,43,Five Indian Soldiers and Six Policemen dead in Indian occupied Kashmir. #Pakistan http://t.co/es7W944i9S,
