read
ID,source,tweetId,label,instance,start,end,tweetText,notes
601,lightTag,'501278950039900160',place name,America,77,84,#Akansha_Gautam #Indian #India Nepal Floods Death Toll Passes 100 - Voice of America http://t.co/59wZhwrowJ #SuryaRay #SharmaSudhansu,
602,lightTag,'501278950039900160',severity or quantity,Passes 100,55,65,#Akansha_Gautam #Indian #India Nepal Floods Death Toll Passes 100 - Voice of America http://t.co/59wZhwrowJ #SuryaRay #SharmaSudhansu,
603,lightTag,'501278950039900160',place name,India,25,30,#Akansha_Gautam #Indian #India Nepal Floods Death Toll Passes 100 - Voice of America http://t.co/59wZhwrowJ #SuryaRay #SharmaSudhansu,
604,lightTag,'501278950039900160',place name,Nepal,31,36,#Akansha_Gautam #Indian #India Nepal Floods Death Toll Passes 100 - Voice of America http://t.co/59wZhwrowJ #SuryaRay #SharmaSudhansu,
605,lightTag,'501279030818381824',location modifier,in,37,39,"All India News- Flood situation grim in UP, Bihar, Assam - Flood situation grim in UP, Bihar, Assam http://t.co/i9p29BxDad",
606,lightTag,'501279030818381824',place name,"UP, Bihar, Assam",83,99,"All India News- Flood situation grim in UP, Bihar, Assam - Flood situation grim in UP, Bihar, Assam http://t.co/i9p29BxDad",
607,lightTag,'501279030818381824',place name,India,4,9,"All India News- Flood situation grim in UP, Bihar, Assam - Flood situation grim in UP, Bihar, Assam http://t.co/i9p29BxDad",
608,lightTag,'501261043004235776',place name,Nepal and India,19,34,#News Many dead in Nepal and India floods http://t.co/EAjE2pFBzo #World #usa,
609,lightTag,'501261043004235776',type of impact,dead,11,15,#News Many dead in Nepal and India floods http://t.co/EAjE2pFBzo #World #usa,
610,lightTag,'501261043004235776',location modifier,in,16,18,#News Many dead in Nepal and India floods http://t.co/EAjE2pFBzo #World #usa,
611,lightTag,'501261043004235776',severity or quantity,Many,6,10,#News Many dead in Nepal and India floods http://t.co/EAjE2pFBzo #World #usa,
612,lightTag,'501373921380544512',severity or quantity,Dozens,10,16,@cnnbrk: Dozens killed in flooding in northern and eastern India. http://t.co/n0aY0de3Ge UGH! This is where our priest has gone home to😢,
613,lightTag,'501373921380544512',location modifier,in northern and eastern,36,59,@cnnbrk: Dozens killed in flooding in northern and eastern India. http://t.co/n0aY0de3Ge UGH! This is where our priest has gone home to😢,
614,lightTag,'501373921380544512',place name,India,60,65,@cnnbrk: Dozens killed in flooding in northern and eastern India. http://t.co/n0aY0de3Ge UGH! This is where our priest has gone home to😢,
615,lightTag,'501373921380544512',type of impact,killed,17,23,@cnnbrk: Dozens killed in flooding in northern and eastern India. http://t.co/n0aY0de3Ge UGH! This is where our priest has gone home to😢,
616,lightTag,'501089506724814848',place name,India,32,37,"Nepal flood-landslide kills 62, India announces Rs 3 crore relief assistance – Economic Times #World http://t.co/6GT4O3jzzp",
617,lightTag,'501089506724814848',severity or quantity,62,28,30,"Nepal flood-landslide kills 62, India announces Rs 3 crore relief assistance – Economic Times #World http://t.co/6GT4O3jzzp",
618,lightTag,'501089506724814848',place name,Nepal,0,5,"Nepal flood-landslide kills 62, India announces Rs 3 crore relief assistance – Economic Times #World http://t.co/6GT4O3jzzp",
619,lightTag,'501089506724814848',type of impact,kills,22,27,"Nepal flood-landslide kills 62, India announces Rs 3 crore relief assistance – Economic Times #World http://t.co/6GT4O3jzzp",
620,lightTag,'498824466940833792',severity or quantity,45,13,15,"Floods claim 45 lives in Odisha, 4.8 L people affected http://t.co/sRMVq7MA88 #india",
621,lightTag,'498824466940833792',location modifier,in,22,24,"Floods claim 45 lives in Odisha, 4.8 L people affected http://t.co/sRMVq7MA88 #india",
622,lightTag,'498824466940833792',item affected,lives,16,21,"Floods claim 45 lives in Odisha, 4.8 L people affected http://t.co/sRMVq7MA88 #india",
623,lightTag,'498824466940833792',type of impact,claim,7,12,"Floods claim 45 lives in Odisha, 4.8 L people affected http://t.co/sRMVq7MA88 #india",
624,lightTag,'498824466940833792',place name,Odisha,25,31,"Floods claim 45 lives in Odisha, 4.8 L people affected http://t.co/sRMVq7MA88 #india",
625,lightTag,'501322376580444160',severity or quantity,180,0,3,"180 dead as floods wash away homes in Nepal, India - AP News http://t.co/xE5YxW6SGJ",
626,lightTag,'501322376580444160',item affected,homes,29,34,"180 dead as floods wash away homes in Nepal, India - AP News http://t.co/xE5YxW6SGJ",
627,lightTag,'501322376580444160',location modifier,in,35,37,"180 dead as floods wash away homes in Nepal, India - AP News http://t.co/xE5YxW6SGJ",
628,lightTag,'501322376580444160',type of impact,wash away,19,28,"180 dead as floods wash away homes in Nepal, India - AP News http://t.co/xE5YxW6SGJ",
629,lightTag,'501322376580444160',place name,"Nepal, India",38,50,"180 dead as floods wash away homes in Nepal, India - AP News http://t.co/xE5YxW6SGJ",
630,lightTag,'501322376580444160',type of impact,dead,4,8,"180 dead as floods wash away homes in Nepal, India - AP News http://t.co/xE5YxW6SGJ",
631,lightTag,'501335923150188544',place name,Assam,22,27,Nothing. Same case in Assam.  RT @ChandrusWeb what is NDRF doing? RT @HeadlinesIndia: Army alerted as floods wreck havoc in UP,
632,lightTag,'501335923150188544',place name,UP,124,126,Nothing. Same case in Assam.  RT @ChandrusWeb what is NDRF doing? RT @HeadlinesIndia: Army alerted as floods wreck havoc in UP,
633,lightTag,'501335923150188544',type of impact,wreck havoc,109,120,Nothing. Same case in Assam.  RT @ChandrusWeb what is NDRF doing? RT @HeadlinesIndia: Army alerted as floods wreck havoc in UP,
634,lightTag,'501335923150188544',location modifier,in,19,21,Nothing. Same case in Assam.  RT @ChandrusWeb what is NDRF doing? RT @HeadlinesIndia: Army alerted as floods wreck havoc in UP,
635,lightTag,'501355478199185408',location modifier,northern,35,43,00s dead as monsoon brings chaos 2 northern #India #Nepal  #government #UttarPradesh,
636,lightTag,'501355478199185408',place name,India,45,50,00s dead as monsoon brings chaos 2 northern #India #Nepal  #government #UttarPradesh,
637,lightTag,'501355478199185408',place name,Nepal,52,57,00s dead as monsoon brings chaos 2 northern #India #Nepal  #government #UttarPradesh,
638,lightTag,'501355478199185408',type of impact,dead,4,8,00s dead as monsoon brings chaos 2 northern #India #Nepal  #government #UttarPradesh,
