read
ID,source,tweetId,label,instance,start,end,tweetText,notes
401,lightTag,'592680844331974658',type of impact,Israel,0,6,Israel An Early Responder to Nepal Earthquake | Washington Free Beacon http://t.co/ctGWb3L2c0,
402,lightTag,'592680844331974658',place name,Nepal,29,34,Israel An Early Responder to Nepal Earthquake | Washington Free Beacon http://t.co/ctGWb3L2c0,
403,lightTag,'453410178558214145',place name,CHILE,52,57,"[EMSC] M5.1 Apr-08 05:43:55 UTC, OFFSHORE TARAPACA, CHILE, Depth:10.0km, http://t.co/rjsSISudKU #quake http://t.co/li8EFXiXps",
404,lightTag,'453410178558214145',place name,TARAPACA,42,50,"[EMSC] M5.1 Apr-08 05:43:55 UTC, OFFSHORE TARAPACA, CHILE, Depth:10.0km, http://t.co/rjsSISudKU #quake http://t.co/li8EFXiXps",
405,lightTag,'453410178558214145',severity or quantity,10.0km,65,71,"[EMSC] M5.1 Apr-08 05:43:55 UTC, OFFSHORE TARAPACA, CHILE, Depth:10.0km, http://t.co/rjsSISudKU #quake http://t.co/li8EFXiXps",
406,lightTag,'453410178558214145',location modifier,OFFSHORE,33,41,"[EMSC] M5.1 Apr-08 05:43:55 UTC, OFFSHORE TARAPACA, CHILE, Depth:10.0km, http://t.co/rjsSISudKU #quake http://t.co/li8EFXiXps",
407,lightTag,'451351668165451776',place name,Chile,87,92,#Peru's Civil Defence says nine people were injured there as a result of last night's #ChileEarthquake - which also affected Peru &amp; #Bolivia,
408,lightTag,'451351668165451776',place name,Peru,1,5,#Peru's Civil Defence says nine people were injured there as a result of last night's #ChileEarthquake - which also affected Peru &amp; #Bolivia,
409,lightTag,'451351668165451776',place name,Bolivia,137,144,#Peru's Civil Defence says nine people were injured there as a result of last night's #ChileEarthquake - which also affected Peru &amp; #Bolivia,
410,lightTag,'451351668165451776',type of impact,injured,44,51,#Peru's Civil Defence says nine people were injured there as a result of last night's #ChileEarthquake - which also affected Peru &amp; #Bolivia,
411,lightTag,'451351668165451776',severity or quantity,nine,27,31,#Peru's Civil Defence says nine people were injured there as a result of last night's #ChileEarthquake - which also affected Peru &amp; #Bolivia,
412,lightTag,'451351668165451776',item affected,people,32,38,#Peru's Civil Defence says nine people were injured there as a result of last night's #ChileEarthquake - which also affected Peru &amp; #Bolivia,
