read
ID,source,tweetId,label,instance,start,end,tweetText,notes
201,lightTag,'504073218051682304',place name,Napa,80,84,"RT @nicoleewayne: �?? USA http://t.co/qUcQA9dKfn �?? Scores of aftershocks from Napa earthquake felt, more on the way USA �?? Officials have warn�??",
202,lightTag,'593715810855755777',location modifier,in,27,29,[GLOBAL NEWS] Blog: Morale in Kathmandu as decimated as the buildings http://t.co/Ac5xoXAN0Z,
203,lightTag,'593715810855755777',type of impact,decimated,43,52,[GLOBAL NEWS] Blog: Morale in Kathmandu as decimated as the buildings http://t.co/Ac5xoXAN0Z,
204,lightTag,'593715810855755777',place name,Kathmandu,30,39,[GLOBAL NEWS] Blog: Morale in Kathmandu as decimated as the buildings http://t.co/Ac5xoXAN0Z,
205,lightTag,'593715810855755777',item affected,buildings,60,69,[GLOBAL NEWS] Blog: Morale in Kathmandu as decimated as the buildings http://t.co/Ac5xoXAN0Z,
206,lightTag,'503756666857607168',place name,Napa,39,43,"After injuries, widespread damage from Napa quake, cleanup ensues - Fresno Bee http://t.co/2IJLDpfQUP",
207,lightTag,'503756666857607168',type of impact,damage,27,33,"After injuries, widespread damage from Napa quake, cleanup ensues - Fresno Bee http://t.co/2IJLDpfQUP",
208,lightTag,'503756666857607168',severity or quantity,widespread,16,26,"After injuries, widespread damage from Napa quake, cleanup ensues - Fresno Bee http://t.co/2IJLDpfQUP",
209,lightTag,'503756666857607168',type of impact,injuries,6,14,"After injuries, widespread damage from Napa quake, cleanup ensues - Fresno Bee http://t.co/2IJLDpfQUP",
210,lightTag,'592243010278072320',place name,Nepal,18,23,RT @WSJIndia: The Nepal earthquake is thought to be worst since 1934. This is what happened then. http://t.co/FCVoNG7EzV http://t.co/sxbtOG�??,
211,lightTag,'504250696560947200',type of impact,Damage,0,6,"Damage to a downtown building is seen after an earthquake 6.0 magnitude in #Napa,#California Aug24 http://t.co/muAdvk9VNW",
212,lightTag,'504250696560947200',item affected,downtown building,12,29,"Damage to a downtown building is seen after an earthquake 6.0 magnitude in #Napa,#California Aug24 http://t.co/muAdvk9VNW",
213,lightTag,'504250696560947200',place name,Napa,76,80,"Damage to a downtown building is seen after an earthquake 6.0 magnitude in #Napa,#California Aug24 http://t.co/muAdvk9VNW",
214,lightTag,'504250696560947200',place name,California,82,92,"Damage to a downtown building is seen after an earthquake 6.0 magnitude in #Napa,#California Aug24 http://t.co/muAdvk9VNW",
215,lightTag,'504250696560947200',location modifier,in,72,74,"Damage to a downtown building is seen after an earthquake 6.0 magnitude in #Napa,#California Aug24 http://t.co/muAdvk9VNW",
216,lightTag,'503901167902941184',place name,Napa,78,82,[#Olle_Jeffry ] Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake: Jawbone has shown one of ...  @Olle_Jeffry,
217,lightTag,'503901167902941184',item affected,Woken Up,62,70,[#Olle_Jeffry ] Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake: Jawbone has shown one of ...  @Olle_Jeffry,
218,lightTag,'451653502780321792',place name,Chile,69,74,RT @RT_America: BREAKING: 7.4 aftershock hits same area of northern #Chile day after 8.2 quake http://t.co/BWoGknFaWG http://t.co/kql4kpp6v8,
219,lightTag,'451653502780321792',location modifier,area of,51,58,RT @RT_America: BREAKING: 7.4 aftershock hits same area of northern #Chile day after 8.2 quake http://t.co/BWoGknFaWG http://t.co/kql4kpp6v8,
220,lightTag,'451653502780321792',location modifier,northern,59,67,RT @RT_America: BREAKING: 7.4 aftershock hits same area of northern #Chile day after 8.2 quake http://t.co/BWoGknFaWG http://t.co/kql4kpp6v8,
221,lightTag,'451653502780321792',type of impact,after,79,84,RT @RT_America: BREAKING: 7.4 aftershock hits same area of northern #Chile day after 8.2 quake http://t.co/BWoGknFaWG http://t.co/kql4kpp6v8,
222,lightTag,'504048510409261056',place name,Napa,27,31,#Tech Skaters Make Best of Napa Earthquake by Shredding Buckled Streets http://t.co/hTwHAH6Ite #Onlireeks,
223,lightTag,'385025767350226944',type of impact,formed,60,66,RT @Twittistaan: NASA has released images of the new island formed after an earthquake in #Pakistan http://t.co/X3zSNm0Ma8 via @Independent,
224,lightTag,'385025767350226944',place name,Pakistan,91,99,RT @Twittistaan: NASA has released images of the new island formed after an earthquake in #Pakistan http://t.co/X3zSNm0Ma8 via @Independent,
225,lightTag,'385025767350226944',item affected,new island,49,59,RT @Twittistaan: NASA has released images of the new island formed after an earthquake in #Pakistan http://t.co/X3zSNm0Ma8 via @Independent,
226,lightTag,'385025767350226944',location modifier,in,87,89,RT @Twittistaan: NASA has released images of the new island formed after an earthquake in #Pakistan http://t.co/X3zSNm0Ma8 via @Independent,
227,lightTag,'383138139432566784',item affected,People,116,122,"RT @Meher_J: @AFP @UNO @UNESCO @UNICEF [1/2] Shame On Pak Govt.. #EarthQuake Effectees Surrounded DCO Offc #Awaran, People Crying For #AID.�??",
228,lightTag,'503784864257044480',location modifier,Northern,62,70,RT @janinebucks: ?? USA http://t.co/8i9225qae1 805 Earthquake Northern California Struck by 6.0 Magnitude Earthquake janinebucks Colorado US�??,
229,lightTag,'503784864257044480',place name,California,71,81,RT @janinebucks: ?? USA http://t.co/8i9225qae1 805 Earthquake Northern California Struck by 6.0 Magnitude Earthquake janinebucks Colorado US�??,
